Date-Time,Index,Signal,1m_pct_change,3m_pct_change,6m_pct_change,Return,3m_volatility,6m_volatility
2012-05-31,57.75222222222222,0,-0.04665509103581511,-0.010652877355497692,0.11390424756761397,-0.04665509103581511,0.1356887869721118,0.1353164483765467
2012-06-30,56.89296296296296,0,-0.014878375691812384,-0.052976498729994326,0.08367548500881838,-0.014878375691812384,0.09569062115728658,0.14364845499391554
2012-07-31,53.40814814814814,1,-0.06125212387133738,-0.11836490138296185,-0.05001515211404939,-0.06125212387133738,0.08213838963448375,0.14003057889540008
2012-08-31,53.941111111111105,1,0.009979057155933946,-0.06599072666756456,-0.07594061290527254,0.009979057155933946,0.12523815423853976,0.12222424390485649
2012-09-30,56.68722222222222,0,0.05090942797701192,-0.0036162774801283826,-0.056401198490789395,0.05090942797701192,0.19661836190509166,0.14227166626571877
2012-10-31,54.14259259259259,1,-0.04488894551322875,0.013751542974438813,-0.10624105843655607,-0.04488894551322875,0.1665119895733027,0.14660732600142778
2012-11-30,55.249259259259254,1,0.020439853610151326,0.024251412720319054,-0.04333968229537433,0.020439853610151326,0.16954984706791235,0.14561413040123586
2012-12-31,56.45957407407407,1,0.021906444195665342,-0.004015863526629193,-0.0076176185299230426,0.021906444195665342,0.13214860551070148,0.14983561960595565
2013-01-31,59.91703703703703,1,0.06123785061550113,0.10665252932927438,0.12187070914411735,0.06123785061550113,0.0801696573343845,0.12934369768597426
2013-02-28,60.94296296296296,1,0.01712244090594406,0.10305484236423479,0.12980548059955654,0.01712244090594406,0.08385720711161816,0.12841583462112688
2013-03-31,62.57944444444444,1,0.026852673416552175,0.10839384587530176,0.10394268745651081,0.026852673416552175,0.08028931696752266,0.11919882619241158
2013-04-30,64.27407407407406,0,0.02707965282648117,0.07271783206408844,0.18712590211033953,0.02707965282648117,0.019691369357842475,0.05611803499860259
2013-05-31,64.20592592592592,0,-0.0010602742883484284,0.053541258979252104,0.16211378734757642,-0.0010602742883484284,0.05605425349171908,0.07048508088387245
2013-06-30,64.06177777777778,1,-0.0022450910265580104,0.023687224239411275,0.13464861944813356,-0.0022450910265580104,0.057501302433552115,0.08095685858932795
2013-07-31,67.57107407407408,0,0.05477987683185437,0.05129595482309579,0.12774391751557723,0.05477987683185437,0.11288377409604247,0.07352246702054817
2013-08-31,66.52259259259259,1,-0.015516720665592842,0.03608182006968308,0.09155494512172879,-0.015516720665592842,0.1293800195721639,0.08973877132418749
2013-09-30,66.65014814814815,1,0.0019174772146473007,0.040404285677945184,0.06504857529244323,0.0019174772146473007,0.12680690965980324,0.08874541789984926
2013-10-31,71.37851851851852,1,0.07094313368756922,0.05634725356401127,0.11053359456033207,0.07094313368756922,0.15839064948421147,0.12306875136240181
2013-11-30,73.1574074074074,1,0.024921908240885804,0.0997377666178576,0.13941830683679823,0.024921908240885804,0.1217513719838361,0.11875168194980847
2013-12-31,74.77814814814815,0,0.02215415770155671,0.12195021655365723,0.1672818136197236,0.02215415770155671,0.09493132056835701,0.11134830618476331
2014-01-31,72.72925925925925,1,-0.02739956711457603,0.018923630929525315,0.07633717912387428,-0.02739956711457603,0.10198792937963942,0.12150385666095902
2014-02-28,75.01666666666667,1,0.031450992773808695,0.02541450449310223,0.12768705702880112,0.031450992773808695,0.10959371500857165,0.11306181793215932
2014-03-31,76.92444444444443,0,0.025431385618010616,0.028702185724686746,0.15415264004303264,0.025431385618010616,0.11216713989506273,0.10850274643462812
2014-04-30,74.04888888888888,1,-0.03738155766119711,0.018144411796159332,0.037411400877948475,-0.03738155766119711,0.13205772611320182,0.10552878588921523
2014-05-31,75.80148148148147,1,0.023668047136026216,0.010461872670270767,0.03614226047335767,0.023668047136026216,0.12390019735170854,0.10501796982236812
2014-06-30,77.39925925925925,1,0.021078450533557502,0.006172482859563955,0.035051832333668376,0.021078450533557502,0.11959375246718736,0.10463906179030308
2014-07-31,77.84518518518519,1,0.005761372010451016,0.05126743092651509,0.0703420601011362,0.005761372010451016,0.03352515232178382,0.08837333522944464
2014-08-31,79.66555555555556,0,0.02338449534213205,0.05097623421803554,0.061971413759905225,0.02338449534213205,0.03318147715535842,0.08469950523255175
2014-09-30,78.09592592592593,1,-0.019702738764371452,0.009000947468154719,0.015228988521685638,-0.019702738764371452,0.07504005805521081,0.08930396365198041
2014-10-31,78.74,1,0.008247217334806711,0.011494799744982798,0.06335153952343808,0.008247217334806711,0.07572115918771549,0.05777875383068515
2014-11-30,81.86518518518518,1,0.03968993123171427,0.027610798848891394,0.07999452761599501,0.03968993123171427,0.10293039932316109,0.06979751740163648
2014-12-31,83.12074074074073,1,0.015336868202464604,0.06434157422732723,0.0739216568251202,0.015336868202464604,0.05713106135080373,0.06868109785473647
2015-01-31,83.15074074074073,1,0.00036092074893279147,0.05601651944044628,0.06815521785880785,0.00036092074893279147,0.06876222431818604,0.0702868410709244
2015-02-28,85.00092592592593,0,0.022250976584249127,0.0383037152319079,0.06697211025723271,0.022250976584249127,0.03876231265854146,0.06983280803399176
2015-03-31,84.2674074074074,0,-0.008629535625973572,0.013795193070321732,0.07902437173656329,-0.008629535625973572,0.055020157845430955,0.05906214760448417
2015-04-30,82.29962962962964,1,-0.023351587978305277,-0.010235761023041356,0.04520738671106983,-0.023351587978305277,0.08062181782262733,0.07865992024225654
2015-05-31,82.60962962962962,1,0.003766724120084941,-0.028132591148244623,0.009093541323585308,0.003766724120084941,0.04702784137555652,0.056891824201815315
2015-06-30,83.78537037037037,1,0.01423249015898076,-0.0057203259465018474,0.007995954122962834,0.01423249015898076,0.06719372052917184,0.05627093687198008
2015-07-31,89.63518518518518,0,0.0698190482294927,0.08913230337205058,0.07798420539225948,0.0698190482294927,0.12298217120511018,0.11160678141565611
2015-08-31,84.84796296296295,1,-0.053407846621077226,0.027095307694376958,-0.0017995446672695037,-0.053407846621077226,0.21377534101181767,0.143353812917472
2015-09-30,85.35777777777777,1,0.006008568703498085,0.018767087863389875,0.012939408057242696,0.006008568703498085,0.2134804689983288,0.1426326732628609
2015-10-31,85.69555555555554,0,0.003957199760485253,-0.04395182116810947,0.041262955145831004,0.003957199760485253,0.11683550034917993,0.13565312470832264
2015-11-30,83.43296296296296,0,-0.02640268305543303,-0.016676888290384273,0.009966553984380067,-0.02640268305543303,0.06287161266768122,0.1440407159094545
2015-12-31,79.11,0,-0.051813609506856206,-0.0731951784645023,-0.05580175094653228,-0.051813609506856206,0.09672456600109541,0.1603450714986994
2016-01-31,77.98,1,-0.014283908481860674,-0.0900344890179704,-0.1300291304258,-0.014283908481860674,0.06634844895414334,0.09046402653356783
2016-02-29,79.93481481481481,1,0.025068156127401986,-0.041927650941762984,-0.05790531648111319,0.025068156127401986,0.13317559337264578,0.09443170402425714
2016-03-31,80.75592592592592,0,0.010272258877603857,0.020805535658272367,-0.053912507701786794,0.010272258877603857,0.06885504948548349,0.09629480356161037
2016-04-30,79.48888888888888,0,-0.015689709733490598,0.01934969080390969,-0.07242693773824649,-0.015689709733490598,0.0714723165865574,0.09399624355110085
2016-05-31,78.68555555555555,1,-0.010106234274531611,-0.015628475053747537,-0.05690086074870493,-0.010106234274531611,0.047338821183377316,0.09083444766538518
2016-06-30,79.46074074074073,1,0.009851683447006598,-0.01603826803215913,0.004433582868673236,0.009851683447006598,0.046515727309830134,0.05752838426942698
2016-07-31,81.67629629629629,0,0.02788239242299939,0.02751840462212285,0.047400568046887415,0.02788239242299939,0.06582644915717376,0.06166051621847512
2016-08-31,81.11185185185184,0,-0.006910749752863654,0.030835345562035377,0.014724961079397803,-0.006910749752863654,0.06027683428029159,0.05664735190092117
2016-09-30,80.80185185185185,0,-0.0038218829051788195,0.01687765679767339,0.0005687003820382674,-0.0038218829051788195,0.06671229144554201,0.05553181754062534
